重庆森林,,,https://movie.douban.com/subject/1291999/,,,王家卫,,,林青霞、金城武、梁朝伟、王菲、周嘉玲,,,8.7,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,,,1291999,,,45,,,1335,,,1900
芳华,,,https://movie.douban.com/subject/26862829/,,,冯小刚,,,黄轩、苗苗、钟楚曦、杨采钰、李晓峰,,,7.7,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2507227732.jpg,,,26862829,,,40,,,2000,,,2802
美人鱼,,,https://movie.douban.com/subject/19944106/,,,周星驰,,,邓超、罗志祥、张雨绮、林允、徐克,,,6.7,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2316177058.jpg,,,19944106,,,35,,,3500,,,4889
穿普拉达的女王,,,https://movie.douban.com/subject/1482072/,,,大卫·弗兰科尔,,,安妮·海瑟薇、梅丽尔·斯特里普、艾米莉·布朗特、斯坦利·图齐、西蒙·贝克,,,7.9,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p735379215.jpg,,,1482072,,,40,,,1693,,,2500
复仇者联盟,,,https://movie.douban.com/subject/1866479/,,,乔斯·韦登,,,小罗伯特·唐尼、克里斯·埃文斯、斯嘉丽·约翰逊、克里斯·海姆斯沃斯、杰瑞米·雷纳,,,8.0,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1524904031.jpg,,,1866479,,,40,,,4724,,,6565
低俗小说,,,https://movie.douban.com/subject/1291832/,,,昆汀·塔伦蒂诺,,,约翰·特拉沃尔塔、乌玛·瑟曼、阿曼达·普拉莫、蒂姆·罗斯、塞缪尔·杰克逊,,,8.8,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,,,1291832,,,45,,,514,,,755
喜剧之王,,,https://movie.douban.com/subject/1302425/,,,周星驰、李力持,,,周星驰、张柏芝、莫文蔚、吴孟达、林子善,,,8.6,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,,,1302425,,,45,,,516,,,764
中国合伙人,,,https://movie.douban.com/subject/11529526/,,,陈可辛,,,黄晓明、邓超、佟大为、杜鹃、王真儿,,,7.6,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959304567.jpg,,,11529526,,,40,,,1017,,,1500
致命魔术,,,https://movie.douban.com/subject/1780330/,,,克里斯托弗·诺兰,,,休·杰克曼、克里斯蒂安·贝尔、迈克尔·凯恩、丽贝卡·豪尔、斯嘉丽·约翰逊,,,8.8,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,,,1780330,,,45,,,2700,,,4000
超能陆战队,,,https://movie.douban.com/subject/11026735/,,,唐·霍尔、克里斯·威廉姆斯,,,斯科特·安第斯、瑞恩·波特、丹尼尔·海尼、T·J·米勒、杰米·钟,,,8.6,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,,,11026735,,,45,,,8268,,,11811
釜山行,,,https://movie.douban.com/subject/25986180/,,,延尚昊,,,孔侑、郑有美、马东锡、金秀安、金义城,,,8.3,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,,,25986180,,,40,,,1500,,,2145
断背山,,,https://movie.douban.com/subject/1418834/,,,李安,,,希斯·莱杰、杰克·吉伦哈尔、米歇尔·威廉姆斯、安妮·海瑟薇、凯特·玛拉,,,8.7,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg,,,1418834,,,45,,,1012,,,1500
国王的演讲,,,https://movie.douban.com/subject/4023638/,,,汤姆·霍珀,,,科林·费尔斯、杰弗里·拉什、海伦娜·伯翰·卡特、盖·皮尔斯、迈克尔·刚本,,,8.3,,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,,,4023638,,,40,,,1950,,,2850
湄公河行动,,,https://movie.douban.com/subject/25815034/,,,林超贤,,,张涵予、彭于晏、孙淳、陈宝国、冯文娟,,,8.0,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2380677316.jpg,,,25815034,,,40,,,1429,,,2000
告白,,,https://movie.douban.com/subject/4268598/,,,中岛哲也,,,松隆子、冈田将生、木村佳乃、西井幸人、桥本爱,,,8.7,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,,,4268598,,,45,,,713,,,1033
疯狂的石头,,,https://movie.douban.com/subject/1862151/,,,宁浩,,,郭涛、刘桦、连晋、黄渤、徐峥,,,8.3,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,,,1862151,,,40,,,578,,,764
消失的爱人,,,https://movie.douban.com/subject/21318488/,,,大卫·芬奇,,,本·阿弗莱克、裴淳华、尼尔·帕特里克·哈里斯、凯莉·库恩、泰勒·派瑞,,,8.7,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,,,21318488,,,45,,,1400,,,2100
指环王1：魔戒再现,,,https://movie.douban.com/subject/1291571/,,,彼得·杰克逊,,,伊莱贾·伍德、西恩·奥斯汀、伊恩·麦克莱恩、维果·莫腾森、奥兰多·布鲁姆,,,8.9,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1354436051.jpg,,,1291571,,,45,,,1098,,,1500
美丽心灵,,,https://movie.douban.com/subject/1306029/,,,朗·霍华德,,,罗素·克劳、艾德·哈里斯、詹妮弗·康纳利、克里斯托弗·普卢默、保罗·贝坦尼,,,8.9,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg,,,1306029,,,45,,,1920,,,2850
爱乐之城,,,https://movie.douban.com/subject/25934014/,,,达米恩·查泽雷,,,瑞恩·高斯林、艾玛·斯通、约翰·传奇、罗丝玛丽·德薇特、芬·维特洛克,,,8.3,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2425658570.jpg,,,25934014,,,40,,,1325,,,2000
傲慢与偏见,,,https://movie.douban.com/subject/1418200/,,,乔·赖特,,,凯拉·奈特莉、马修·麦克费登、唐纳德·萨瑟兰、布兰达·布莱斯、凯瑞·穆里根,,,8.5,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,,,1418200,,,45,,,500,,,741
